Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Years_Established
NCW17,18.0,Low Fat,-3.9431920524181816,Health and Hygiene,126.8994,OUT046,Small,Tier 1,Supermarket Type1,3083.9856,24
NCY29,13.14231395348837,Low Fat,-2.0008007121784885,Health and Hygiene,56.293,OUT019,Small,Tier 1,Grocery Store,113.186,36
DRH36,16.2,Low Fat,-3.4409022347922846,Soft Drinks,73.4696,OUT013,High,Tier 3,Supermarket Type1,2087.9488,34
FDB17,13.15,Low Fat,-3.3041853236018026,Frozen Foods,179.7976,OUT049,Medium,Tier 1,Supermarket Type1,2535.3664,22
NCA17,20.6,Low Fat,-3.092674897069805,Health and Hygiene,148.4392,OUT013,High,Tier 3,Supermarket Type1,1789.6704,34
FDT27,11.395,Regular Fat,-2.6651750533442944,Meat,234.6616,OUT046,Small,Tier 1,Supermarket Type1,4687.232,24
FDR32,6.78,Regular Fat,-2.456476056550495,Fruits and Vegetables,229.5694,OUT013,High,Tier 3,Supermarket Type1,3425.5409999999997,34
FDG41,8.84,Regular Fat,-2.568099454812502,Frozen Foods,110.7228,OUT049,Medium,Tier 1,Supermarket Type1,1657.842,22
FDX25,16.7,Low Fat,-2.2822357818233963,Canned,184.0292,OUT046,Small,Tier 1,Supermarket Type1,3101.2964,24
FDG56,13.3,Regular Fat,-2.633081059147381,Fruits and Vegetables,63.2536,OUT017,Medium,Tier 2,Supermarket Type1,1347.5792,14
FDN16,12.6,Regular Fat,-2.7637487581106925,Frozen Foods,102.399,OUT017,Medium,Tier 2,Supermarket Type1,2270.3779999999997,14
FDD47,7.6,Regular Fat,-1.9492287204271472,Starchy Foods,172.3448,OUT035,Small,Tier 2,Supermarket Type1,2556.672,17
FDR12,12.6,Regular Fat,-3.4574976109066893,Baking Goods,170.5764,OUT013,High,Tier 3,Supermarket Type1,3779.0808,34
FDS33,6.67,Regular Fat,-2.0905389548204085,Snack Foods,90.0514,OUT049,Medium,Tier 1,Supermarket Type1,1505.3738,22
NCC55,10.695,Low Fat,-2.752769153910631,Household,36.7848,OUT035,Small,Tier 2,Supermarket Type1,782.9808,17
FDA38,13.42606890459364,Low Fat,-3.1097512770757954,Dairy,241.1538,OUT019,Small,Tier 1,Grocery Store,480.7076,36
FDK44,16.6,Low Fat,-2.1020604636535767,Fruits and Vegetables,173.5738,OUT035,Small,Tier 2,Supermarket Type1,1911.5118,17
FDZ57,10.0,Regular Fat,-3.276390881709469,Snack Foods,127.2994,OUT046,Small,Tier 1,Supermarket Type1,642.497,24
NCN14,19.1,Low Fat,-2.3812202558903297,Others,185.2608,OUT017,Medium,Tier 2,Supermarket Type1,1470.0864,14
NCB06,17.6,Low Fat,-1.981901029099595,Health and Hygiene,161.792,OUT010,Medium,Tier 3,Grocery Store,159.792,23
DRL01,19.5,Regular Fat,-2.560160914376239,Soft Drinks,235.3958,OUT049,Medium,Tier 1,Supermarket Type1,6309.7866,22
FDU10,10.1,Regular Fat,-3.0842780198135946,Snack Foods,38.4848,OUT049,Medium,Tier 1,Supermarket Type1,633.8416,22
NCS38,8.6,Low Fat,-2.4017555510943946,Household,112.6176,OUT018,Medium,Tier 3,Supermarket Type2,3091.9752,12
FDQ16,19.7,Low Fat,-3.1771662403724967,Frozen Foods,109.1912,OUT013,High,Tier 3,Supermarket Type1,1637.868,34
FDS40,15.35,Low Fat,-4.261673180929925,Frozen Foods,37.219,OUT017,Medium,Tier 2,Supermarket Type1,805.618,14
FDE36,5.26,Regular Fat,-3.169879324844618,Baking Goods,162.6868,OUT017,Medium,Tier 2,Supermarket Type1,3767.0964,14
FDV31,9.8,Low Fat,-2.2355458138599196,Fruits and Vegetables,175.33700000000002,OUT045,Medium,Tier 2,Supermarket Type1,529.311,19
NCD42,16.5,Low Fat,-4.369033334391511,Health and Hygiene,39.3506,OUT045,Medium,Tier 2,Supermarket Type1,645.1602,19
FDT20,10.5,Low Fat,-3.184773525010451,Fruits and Vegetables,40.1164,OUT035,Small,Tier 2,Supermarket Type1,849.5608,17
NCN19,13.1,Low Fat,-4.410521916254065,Others,191.35299999999998,OUT018,Medium,Tier 3,Supermarket Type2,1328.271,12
FDW21,12.987879554655873,Regular Fat,-5.126888082428524,Snack Foods,98.8358,OUT027,Medium,Tier 3,Supermarket Type3,2010.7160000000001,36
FDF34,9.3,Regular Fat,-4.2652876994562625,Snack Foods,196.5084,OUT045,Medium,Tier 2,Supermarket Type1,4364.9848,19
FDI28,14.3,Low Fat,-3.635335578186,Frozen Foods,79.6302,OUT045,Medium,Tier 2,Supermarket Type1,792.302,19
FDG44,13.224769381746812,Low Fat,-2.513199436585398,Fruits and Vegetables,55.7298,OUT027,Medium,Tier 3,Supermarket Type3,2804.3496,36
DRF60,10.8,Low Fat,-2.953164878332132,Soft Drinks,240.3564,OUT045,Medium,Tier 2,Supermarket Type1,4290.4152,19
FDQ36,12.277108208955223,Regular Fat,-2.156807373669871,Baking Goods,38.1848,OUT019,Small,Tier 1,Grocery Store,37.2848,36
FDP34,12.85,Low Fat,-1.9820473095673654,Snack Foods,157.763,OUT018,Medium,Tier 3,Supermarket Type2,2659.8709999999996,12
FDA20,6.78,Low Fat,-2.708923277122184,Fruits and Vegetables,184.62400000000002,OUT035,Small,Tier 2,Supermarket Type1,5406.295999999999,17
FDE41,9.195,Regular Fat,-2.7488398836445027,Frozen Foods,85.5566,OUT035,Small,Tier 2,Supermarket Type1,930.1226,17
DRK47,7.905,Low Fat,-2.747866763738542,Hard Drinks,229.2694,OUT046,Small,Tier 1,Supermarket Type1,1826.9552,24
FDY10,17.6,Low Fat,-3.0089102225672093,Snack Foods,115.4176,OUT017,Medium,Tier 2,Supermarket Type1,1145.1760000000002,14
FDI02,15.7,Regular Fat,-2.1609716483163046,Canned,112.0202,OUT017,Medium,Tier 2,Supermarket Type1,3150.5656,14
FDE41,12.867061281337046,Regular Fat,-2.9291639482384624,Frozen Foods,83.7566,OUT019,Small,Tier 1,Grocery Store,253.6698,36
FDZ52,19.2,Low Fat,-2.3026726468267706,Frozen Foods,112.7886,OUT013,High,Tier 3,Supermarket Type1,1779.0176,34
FDG50,7.405,Low Fat,-4.1776824982017855,Canned,92.7146,OUT018,Medium,Tier 3,Supermarket Type2,1185.7898,12
DRL01,19.5,Regular Fat,-2.0466209425562467,Soft Drinks,233.9958,OUT010,Medium,Tier 3,Grocery Store,467.3916,23
FDV48,9.195,Regular Fat,-2.958266483994109,Baking Goods,78.1644,OUT017,Medium,Tier 2,Supermarket Type1,1414.1592,14
FDR48,11.65,Low Fat,-2.026690303409158,Baking Goods,151.1024,OUT045,Medium,Tier 2,Supermarket Type1,1518.024,19
NCD54,21.1,Low Fat,-3.5409835863316412,Household,146.1786,OUT013,High,Tier 3,Supermarket Type1,3034.0506,34
NCT54,8.695,Low Fat,-2.1185005328708186,Household,93.2094,OUT017,Medium,Tier 2,Supermarket Type1,666.4658,14
FDH02,7.27,Regular Fat,-3.8745417850848582,Canned,89.0488,OUT013,High,Tier 3,Supermarket Type1,181.0976,34
NCD43,8.85,Low Fat,-4.1347525174684465,Household,105.6964,OUT013,High,Tier 3,Supermarket Type1,210.3928,34
FDE46,18.6,Low Fat,-4.149854396892223,Snack Foods,152.9366,OUT035,Small,Tier 2,Supermarket Type1,1662.5026,17
NCO42,13.384736495388669,Low Fat,-3.707605741671613,Household,144.6102,OUT027,Medium,Tier 3,Supermarket Type3,3791.0652,36
FDR40,9.1,Regular Fat,-4.822471088862608,Frozen Foods,78.7618,OUT049,Medium,Tier 1,Supermarket Type1,402.809,22
FDG24,7.975,Low Fat,-4.223049040307901,Baking Goods,82.425,OUT049,Medium,Tier 1,Supermarket Type1,749.025,22
NCO17,10.0,Low Fat,-2.606466861500807,Health and Hygiene,121.444,OUT017,Medium,Tier 2,Supermarket Type1,2516.724,14
FDF22,6.865,Low Fat,-2.8676789230412614,Snack Foods,214.0218,OUT046,Small,Tier 1,Supermarket Type1,5556.7668,24
FDC59,16.7,Regular Fat,-2.9073812892390536,Starchy Foods,65.5168,OUT035,Small,Tier 2,Supermarket Type1,1022.6688,17
NCY18,7.285,Low Fat,-2.9537951186562665,Household,174.9054,OUT010,Medium,Tier 3,Grocery Store,525.3162,23
DRE48,8.43,Low Fat,-4.0535366286007,Soft Drinks,196.2768,OUT045,Medium,Tier 2,Supermarket Type1,1576.6144,19
FDV60,20.2,Regular Fat,-1.627405018530478,Baking Goods,194.611,OUT010,Medium,Tier 3,Grocery Store,392.82199999999995,23
FDB56,8.75,Regular Fat,-2.5936966928913483,Fruits and Vegetables,187.6556,OUT049,Medium,Tier 1,Supermarket Type1,5257.1568,22
FDL20,13.224769381746812,Low Fat,-2.05734585134575,Fruits and Vegetables,111.1886,OUT027,Medium,Tier 3,Supermarket Type3,4447.544,36
NCZ53,13.14231395348837,Low Fat,-3.714868913246394,Health and Hygiene,190.4214,OUT027,Medium,Tier 3,Supermarket Type3,5652.642,36
DRM35,9.695,Low Fat,-2.653118435237282,Hard Drinks,177.5344,OUT035,Small,Tier 2,Supermarket Type1,3033.3848,17
FDV16,7.75,Regular Fat,-2.489749971759177,Frozen Foods,35.2558,OUT046,Small,Tier 1,Supermarket Type1,780.9834,24
FDY19,19.75,Low Fat,-3.186154262439414,Fruits and Vegetables,115.8466,OUT013,High,Tier 3,Supermarket Type1,2474.7786,34
FDY12,9.8,Regular Fat,-1.4466642816254585,Baking Goods,50.8008,OUT010,Medium,Tier 3,Grocery Store,101.2016,23
FDM15,11.8,Regular Fat,-2.851694580893436,Meat,152.4366,OUT017,Medium,Tier 2,Supermarket Type1,3929.5516,14
FDP12,9.8,Regular Fat,-3.0936277443450217,Baking Goods,36.8874,OUT049,Medium,Tier 1,Supermarket Type1,564.5984,22
FDT21,7.42,Low Fat,-3.893452754843355,Snack Foods,248.0092,OUT013,High,Tier 3,Supermarket Type1,1245.046,34
DRE49,20.75,Low Fat,-3.3363047888403616,Soft Drinks,151.8024,OUT010,Medium,Tier 3,Grocery Store,151.8024,23
FDN16,12.6,Regular Fat,-2.767835699768471,Frozen Foods,103.999,OUT049,Medium,Tier 1,Supermarket Type1,825.592,22
FDE04,19.75,Regular Fat,-4.012037392686395,Frozen Foods,179.56599999999997,OUT018,Medium,Tier 3,Supermarket Type2,2696.49,12
FDC51,10.895,Regular Fat,-4.64455009581249,Dairy,122.973,OUT013,High,Tier 3,Supermarket Type1,1231.73,34
FDO04,16.6,Low Fat,-3.625142241438255,Frozen Foods,53.5614,OUT018,Medium,Tier 3,Supermarket Type2,939.4438,12
FDD41,6.765,Regular Fat,-2.433221457402503,Frozen Foods,105.3306,OUT017,Medium,Tier 2,Supermarket Type1,2090.612,14
FDI45,13.1,Low Fat,-3.2792242301484356,Fruits and Vegetables,175.8054,OUT045,Medium,Tier 2,Supermarket Type1,2801.6864,19
NCB18,13.384736495388669,Low Fat,-3.1919609272857223,Household,89.5514,OUT027,Medium,Tier 3,Supermarket Type3,3364.9532,36
FDW51,6.155,Regular Fat,-2.351824645123123,Meat,213.956,OUT017,Medium,Tier 2,Supermarket Type1,2343.616,14
NCK07,10.65,Low Fat,-3.022349612742792,Others,164.1526,OUT046,Small,Tier 1,Supermarket Type1,1808.9786,24
FDZ45,12.987879554655873,Low Fat,-2.1448020496226823,Snack Foods,197.9084,OUT019,Small,Tier 1,Grocery Store,992.0419999999999,36
FDB37,20.25,Regular Fat,-3.7748371609544313,Baking Goods,241.8538,OUT046,Small,Tier 1,Supermarket Type1,5768.4912,24
FDZ60,20.5,Low Fat,-2.1257850768883153,Baking Goods,106.0596,OUT035,Small,Tier 2,Supermarket Type1,970.7364,17
FDN04,11.8,Regular Fat,-4.263331375220173,Frozen Foods,176.8344,OUT013,High,Tier 3,Supermarket Type1,3568.688,34
FDW47,15.0,Low Fat,-3.071822399646747,Breads,120.0414,OUT013,High,Tier 3,Supermarket Type1,3533.4006,34
FDB17,13.15,Low Fat,-3.3065713722126375,Frozen Foods,180.7976,OUT013,High,Tier 3,Supermarket Type1,6157.3184,34
FDR56,15.5,Regular Fat,-2.2908905811389983,Fruits and Vegetables,198.9768,OUT018,Medium,Tier 3,Supermarket Type2,4729.8432,12
FDU55,13.224769381746812,Low Fat,-3.331558275030123,Fruits and Vegetables,260.6278,OUT027,Medium,Tier 3,Supermarket Type3,9371.8008,36
FDH40,11.6,Regular Fat,-2.533558858073783,Frozen Foods,81.7276,OUT017,Medium,Tier 2,Supermarket Type1,1949.4624,14
FDH05,14.35,Regular Fat,-2.3962916802404677,Frozen Foods,231.8984,OUT049,Medium,Tier 1,Supermarket Type1,4633.968,22
FDX58,13.15,Low Fat,-3.1269250542927938,Snack Foods,182.695,OUT045,Medium,Tier 2,Supermarket Type1,4211.185,19
FDC51,10.895,Regular Fat,-4.643906648409686,Dairy,121.67299999999999,OUT035,Small,Tier 2,Supermarket Type1,1970.7679999999998,17
NCR05,10.1,Low Fat,-2.901516364973369,Health and Hygiene,199.5084,OUT017,Medium,Tier 2,Supermarket Type1,3372.9428,14
DRH25,18.7,Low Fat,-4.221570799893222,Soft Drinks,50.8324,OUT017,Medium,Tier 2,Supermarket Type1,934.7832,14
NCR53,12.15,Low Fat,-1.9291862562020747,Health and Hygiene,224.0404,OUT049,Medium,Tier 1,Supermarket Type1,3375.6059999999998,22
FDS04,10.195,Regular Fat,-1.9196182637883754,Frozen Foods,138.6838,OUT046,Small,Tier 1,Supermarket Type1,2388.2246,24
FDC03,8.575,Regular Fat,-2.634055973274272,Dairy,193.3794,OUT013,High,Tier 3,Supermarket Type1,780.3176,34
FDP44,16.5,Regular Fat,-2.0142218725762207,Fruits and Vegetables,102.2332,OUT010,Medium,Tier 3,Grocery Store,102.5332,23
FDK16,9.065,Low Fat,-2.155894237165511,Frozen Foods,95.3094,OUT018,Medium,Tier 3,Supermarket Type2,1713.7692,12
NCC30,16.6,Low Fat,-3.5906934860825697,Household,178.7344,OUT046,Small,Tier 1,Supermarket Type1,1605.9096,24
FDZ26,11.6,Regular Fat,-1.4227276210730635,Dairy,238.5222,OUT010,Medium,Tier 3,Grocery Store,717.0666,23
NCO54,19.5,Low Fat,-4.245229849252192,Household,57.1614,OUT018,Medium,Tier 3,Supermarket Type2,1381.535,12
NCP41,16.6,Low Fat,-3.606989911352209,Health and Hygiene,106.2596,OUT010,Medium,Tier 3,Grocery Store,215.7192,23
DRE27,11.85,Low Fat,-2.018332542134413,Dairy,98.0726,OUT049,Medium,Tier 1,Supermarket Type1,1076.5986,22
FDQ10,12.85,Low Fat,-3.4066636947660247,Snack Foods,170.6422,OUT013,High,Tier 3,Supermarket Type1,2931.5174,34
NCU42,9.0,Low Fat,-3.9354461478868035,Household,170.0474,OUT049,Medium,Tier 1,Supermarket Type1,4211.185,22
FDX43,5.655,Low Fat,-2.462063191684107,Fruits and Vegetables,165.85,OUT035,Small,Tier 2,Supermarket Type1,1830.95,17
NCD19,8.93,Low Fat,-4.329101184976762,Household,55.1614,OUT046,Small,Tier 1,Supermarket Type1,939.4438,24
NCI54,15.2,Low Fat,-3.393446884511442,Household,108.1912,OUT035,Small,Tier 2,Supermarket Type1,1856.2504,17
FDS37,7.655,Low Fat,-2.9286502398886776,Canned,114.1492,OUT010,Medium,Tier 3,Grocery Store,115.8492,23
FDO25,12.305705009276437,Low Fat,-2.0648930540170523,Canned,209.02700000000002,OUT027,Medium,Tier 3,Supermarket Type3,4613.994000000001,36
FDS57,15.5,Low Fat,-2.267188084737836,Snack Foods,143.547,OUT049,Medium,Tier 1,Supermarket Type1,1431.47,22
FDI52,18.7,Low Fat,-2.2553114686662568,Frozen Foods,122.1072,OUT049,Medium,Tier 1,Supermarket Type1,490.0288,22
DRK12,9.5,Low Fat,-3.168730769454777,Soft Drinks,31.89,OUT018,Medium,Tier 3,Supermarket Type2,366.19,12
FDG40,13.65,Low Fat,-3.2176363683119296,Frozen Foods,34.4558,OUT017,Medium,Tier 2,Supermarket Type1,611.2044,14
FDU49,19.5,Regular Fat,-3.4816503484804673,Canned,86.25399999999999,OUT045,Medium,Tier 2,Supermarket Type1,2163.85,19
FDR49,8.71,Low Fat,-2.03827521016237,Canned,46.5376,OUT013,High,Tier 3,Supermarket Type1,575.2512,34
FDF40,13.42606890459364,Regular Fat,-3.233587513013987,Dairy,247.8092,OUT019,Small,Tier 1,Grocery Store,498.0184,36
DRE03,19.6,Low Fat,-3.714651149705008,Dairy,46.3718,OUT017,Medium,Tier 2,Supermarket Type1,661.8052,14
FDR55,13.224769381746812,Regular Fat,-2.02917497459642,Fruits and Vegetables,189.1872,OUT027,Medium,Tier 3,Supermarket Type3,5294.4416,36
NCU05,11.8,Low Fat,-2.8348875177031654,Health and Hygiene,82.3618,OUT035,Small,Tier 2,Supermarket Type1,1208.427,17
FDR36,6.715,Regular Fat,-2.101489885831556,Baking Goods,40.3454,OUT017,Medium,Tier 2,Supermarket Type1,838.908,14
NCM30,19.1,Low Fat,-2.6994958342525703,Household,39.6796,OUT013,High,Tier 3,Supermarket Type1,660.4736,34
FDH24,20.7,Low Fat,-3.841357014386645,Baking Goods,156.6288,OUT049,Medium,Tier 1,Supermarket Type1,3928.22,22
DRO47,10.195,Low Fat,-2.183187175295178,Hard Drinks,113.986,OUT018,Medium,Tier 3,Supermarket Type2,452.744,12
FDQ49,20.2,Regular Fat,-3.2322210526181547,Breakfast,155.16299999999998,OUT017,Medium,Tier 2,Supermarket Type1,782.315,14
DRJ37,10.8,Low Fat,-2.7952207780362057,Soft Drinks,151.9024,OUT046,Small,Tier 1,Supermarket Type1,2580.6408,24
NCJ42,19.75,Low Fat,-4.24333768514101,Household,100.8332,OUT018,Medium,Tier 3,Supermarket Type2,1537.9979999999998,12
FDD05,19.35,Low Fat,-4.09610805626407,Frozen Foods,120.9098,OUT049,Medium,Tier 1,Supermarket Type1,1687.1372,22
FDC39,7.405,Low Fat,-1.8335574336019875,Dairy,206.6296,OUT018,Medium,Tier 3,Supermarket Type2,3115.9440000000004,12
NCY06,15.25,Low Fat,-2.791830438396031,Household,128.8968,OUT045,Medium,Tier 2,Supermarket Type1,2348.9424,19
NCS06,13.384736495388669,Low Fat,-2.890166948870965,Household,263.591,OUT019,Small,Tier 1,Grocery Store,262.991,36
FDE16,8.895,Low Fat,-3.634499570148788,Frozen Foods,207.8954,OUT045,Medium,Tier 2,Supermarket Type1,3542.7218,19
NCQ50,18.75,Low Fat,-3.372395720348409,Household,215.2218,OUT046,Small,Tier 1,Supermarket Type1,4701.8796,24
FDX50,20.1,Low Fat,-2.595250213566961,Dairy,110.3228,OUT046,Small,Tier 1,Supermarket Type1,1768.3648,24
NCL41,12.35,Low Fat,-3.1707117614208316,Health and Hygiene,35.7216,OUT017,Medium,Tier 2,Supermarket Type1,519.3240000000001,14
FDM58,16.85,Regular Fat,-2.5255408119498575,Snack Foods,111.8544,OUT018,Medium,Tier 3,Supermarket Type2,1677.816,12
FDH35,18.25,Low Fat,-2.2941818989340916,Starchy Foods,166.3526,OUT010,Medium,Tier 3,Grocery Store,164.4526,23
FDS50,17.0,Low Fat,-2.8910198698753677,Dairy,219.8114,OUT049,Medium,Tier 1,Supermarket Type1,1108.557,22
FDT09,12.987879554655873,Regular Fat,-4.405998477081501,Snack Foods,133.2284,OUT027,Medium,Tier 3,Supermarket Type3,4350.3372,36
FDR60,14.3,Low Fat,-2.0329673983697893,Baking Goods,76.7328,OUT018,Medium,Tier 3,Supermarket Type2,1312.9576,12
FDG22,17.6,Regular Fat,-3.1849296708538852,Snack Foods,35.019,OUT046,Small,Tier 1,Supermarket Type1,659.1419999999999,24
FDL52,12.867061281337046,Regular Fat,-3.082009156713903,Frozen Foods,37.9506,OUT027,Medium,Tier 3,Supermarket Type3,910.8144,36
DRJ39,20.25,Low Fat,-3.3111544768997367,Dairy,218.3482,OUT018,Medium,Tier 3,Supermarket Type2,2409.5302,12
FDW45,18.0,Low Fat,-3.2382714090176834,Snack Foods,145.1418,OUT017,Medium,Tier 2,Supermarket Type1,2648.5524,14
NCQ38,16.35,Low Fat,-4.312983001808644,Others,106.02799999999999,OUT045,Medium,Tier 2,Supermarket Type1,1065.28,19
FDB26,14.0,Regular Fat,-3.4595357395977135,Canned,53.763999999999996,OUT017,Medium,Tier 2,Supermarket Type1,798.96,14
DRG48,5.78,Low Fat,-4.229816167270613,Soft Drinks,145.2102,OUT046,Small,Tier 1,Supermarket Type1,3062.0142,24
FDH10,21.0,Low Fat,-2.4946360916789314,Snack Foods,191.8478,OUT010,Medium,Tier 3,Grocery Store,774.9912,23
FDP28,13.65,Regular Fat,-2.5162010141665854,Frozen Foods,262.8936,OUT049,Medium,Tier 1,Supermarket Type1,4958.8784,22
FDJ44,12.3,Regular Fat,-1.7261401698417582,Fruits and Vegetables,173.1396,OUT010,Medium,Tier 3,Grocery Store,697.7584,23
FDI07,12.35,Regular Fat,-3.386427101292527,Meat,196.9426,OUT045,Medium,Tier 2,Supermarket Type1,2768.3964,19
DRJ24,11.8,Low Fat,-2.171817741814998,Soft Drinks,185.1924,OUT017,Medium,Tier 2,Supermarket Type1,2591.2936,14
DRL47,19.7,Low Fat,-3.251154805693186,Hard Drinks,127.3362,OUT035,Small,Tier 2,Supermarket Type1,755.0172,17
FDP38,10.1,Low Fat,-3.4396665524941277,Canned,50.9008,OUT013,High,Tier 3,Supermarket Type1,354.2056,34
FDK02,12.305705009276437,Low Fat,-1.627139148999164,Canned,120.544,OUT019,Small,Tier 1,Grocery Store,479.376,36
FDO23,17.85,Low Fat,-1.9220583913477582,Breads,94.1436,OUT013,High,Tier 3,Supermarket Type1,1607.2412,34
NCE54,20.7,Low Fat,-3.616466852574871,Household,74.6354,OUT013,High,Tier 3,Supermarket Type1,1053.2956,34
FDS52,8.89,Low Fat,-5.207651591678295,Frozen Foods,99.7016,OUT046,Small,Tier 1,Supermarket Type1,1922.8304,24
FDW01,14.5,Low Fat,-2.7481161533694487,Canned,153.4682,OUT035,Small,Tier 2,Supermarket Type1,1677.1502,17
NCF07,9.0,Low Fat,-3.435674950928258,Household,100.8016,OUT017,Medium,Tier 2,Supermarket Type1,1113.2176,14
DRE15,13.35,Low Fat,-4.02531225951257,Dairy,77.5012,OUT018,Medium,Tier 3,Supermarket Type2,1518.024,12
FDR58,6.675,Low Fat,-3.171957363623304,Snack Foods,92.3462,OUT046,Small,Tier 1,Supermarket Type1,2406.2012,24
FDL24,10.3,Regular Fat,-3.693856981475117,Baking Goods,173.0422,OUT013,High,Tier 3,Supermarket Type1,2069.3064,34
FDQ25,12.305705009276437,Regular Fat,-3.5705717205800074,Canned,173.7422,OUT027,Medium,Tier 3,Supermarket Type3,3621.2862,36
FDX56,17.1,Regular Fat,-2.603719334851446,Fruits and Vegetables,207.0638,OUT013,High,Tier 3,Supermarket Type1,4969.5312,34
FDD20,14.15,Low Fat,-3.87285493789139,Fruits and Vegetables,123.6046,OUT018,Medium,Tier 3,Supermarket Type2,1245.046,12
DRF60,10.8,Low Fat,-2.949550384168245,Soft Drinks,236.5564,OUT017,Medium,Tier 2,Supermarket Type1,5243.8408,14
FDW13,8.5,Low Fat,-2.3198995365883053,Canned,51.3324,OUT018,Medium,Tier 3,Supermarket Type2,934.7832,12
FDF09,6.215,Low Fat,-4.411348756926344,Fruits and Vegetables,39.2848,OUT013,High,Tier 3,Supermarket Type1,521.9872,34
FDY45,17.5,Low Fat,-3.824836659024335,Snack Foods,253.0356,OUT035,Small,Tier 2,Supermarket Type1,4578.0408,17
FDR26,20.7,Low Fat,-3.148332276302651,Dairy,178.3028,OUT045,Medium,Tier 2,Supermarket Type1,1062.6168,19
FDZ01,8.975,Regular Fat,-4.704013650497663,Canned,103.399,OUT046,Small,Tier 1,Supermarket Type1,2579.975,24
FDH53,20.5,Regular Fat,-3.4377654059077765,Frozen Foods,83.9592,OUT010,Medium,Tier 3,Grocery Store,165.1184,23
FDG52,13.65,Low Fat,-2.719644197483769,Frozen Foods,46.1402,OUT018,Medium,Tier 3,Supermarket Type2,459.402,12
FDW50,13.1,Low Fat,-2.5805634392545147,Dairy,167.5158,OUT045,Medium,Tier 2,Supermarket Type1,1504.0422,19
FDX49,4.615,Regular Fat,-2.2846221863583844,Canned,232.23,OUT035,Small,Tier 2,Supermarket Type1,5126.66,17
FDJ44,12.3,Regular Fat,-2.24123366712838,Fruits and Vegetables,172.8396,OUT046,Small,Tier 1,Supermarket Type1,2616.594,24
NCI31,13.853284671532847,Low Fat,-2.514129574362764,Others,37.519,OUT027,Medium,Tier 3,Supermarket Type3,842.237,36
FDZ52,19.2,Low Fat,-2.3020292375103333,Frozen Foods,112.4886,OUT035,Small,Tier 2,Supermarket Type1,1223.0746,17
FDE17,20.1,Regular Fat,-2.908817986277415,Frozen Foods,152.1366,OUT049,Medium,Tier 1,Supermarket Type1,755.683,22
FDG34,11.5,Regular Fat,-3.2774726727585444,Snack Foods,109.5254,OUT018,Medium,Tier 3,Supermarket Type2,1953.4572,12
FDE26,9.3,Low Fat,-1.9039605952690026,Canned,143.0786,OUT010,Medium,Tier 3,Grocery Store,288.9572,23
FDD56,15.2,Regular Fat,-2.261433370440054,Fruits and Vegetables,176.5054,OUT018,Medium,Tier 3,Supermarket Type2,2976.7918,12
FDR52,12.65,Regular Fat,-2.5744094463329446,Frozen Foods,191.3846,OUT045,Medium,Tier 2,Supermarket Type1,2675.1844,19
